Date,Close
1980-03-17,0.3448919653892517
1980-03-18,0.3630443513393402
1980-03-19,0.3630443513393402
1980-03-20,0.33581599593162537
1980-03-21,0.33581599593162537
1980-03-24,0.3448919653892517
1980-03-25,0.37212029099464417
1980-03-26,0.37212029099464417
1980-03-27,0.2904353737831116
1980-03-28,0.3448919653892517
1980-03-31,0.3448919653892517
1980-04-01,0.35396820306777954
1980-04-02,0.3630443513393402
1980-04-03,0.35396820306777954
1980-04-07,0.35396820306777954
1980-04-08,0.35396820306777954
1980-04-09,0.3448919653892517
1980-04-10,0.3630443513393402
1980-04-11,0.3811965882778168
1980-04-14,0.42657700181007385
1980-04-15,0.41750091314315796
1980-04-16,0.41750091314315796
1980-04-17,0.3993486762046814
1980-04-18,0.3993486762046814
1980-04-21,0.3902726471424103
1980-04-22,0.42657700181007385
1980-04-23,0.444729208946228
1980-04-24,0.43565309047698975
1980-04-25,0.41750091314315796
1980-04-28,0.43565309047698975
1980-04-29,0.4538053572177887
1980-04-30,0.444729208946228
1980-05-01,0.42657700181007385
1980-05-02,0.43565309047698975
1980-05-05,0.43565309047698975
1980-05-06,0.42657700181007385
1980-05-07,0.42657700181007385
1980-05-08,0.42657700181007385
1980-05-09,0.41750091314315796
1980-05-12,0.4084247648715973
1980-05-13,0.4084247648715973
1980-05-14,0.4084247648715973
1980-05-15,0.4084247648715973
1980-05-16,0.4084247648715973
1980-05-19,0.4084247648715973
1980-05-20,0.4084247648715973
1980-05-21,0.4084247648715973
1980-05-22,0.444729208946228
1980-05-23,0.43565309047698975
1980-05-27,0.43565309047698975
1980-05-28,0.43565309047698975
1980-05-29,0.42657700181007385
1980-05-30,0.4084247648715973
1980-06-02,0.3993486762046814
1980-06-03,0.3993486762046814
1980-06-04,0.3993486762046814
1980-06-05,0.41750091314315796
1980-06-06,0.4084247648715973
1980-06-09,0.4084247648715973
1980-06-10,0.41750091314315796
1980-06-11,0.4084247648715973
1980-06-12,0.3993486762046814
1980-06-13,0.3993486762046814
1980-06-16,0.3993486762046814
1980-06-17,0.3993486762046814
1980-06-18,0.3902726471424103
1980-06-19,0.3902726471424103
1980-06-20,0.3811965882778168
1980-06-23,0.43565309047698975
1980-06-24,0.41750091314315796
1980-06-25,0.43565309047698975
1980-06-26,0.4084247648715973
1980-06-27,0.4084247648715973
1980-06-30,0.4084247648715973
1980-07-01,0.4538053572177887
1980-07-02,0.43565309047698975
1980-07-03,0.4538053572177887
1980-07-07,0.43565309047698975
1980-07-08,0.444729208946228
1980-07-09,0.444729208946228
1980-07-10,0.41750091314315796
1980-07-11,0.42657700181007385
1980-07-14,0.41750091314315796
1980-07-15,0.41750091314315796
1980-07-16,0.42657700181007385
1980-07-17,0.43565309047698975
1980-07-18,0.43565309047698975
1980-07-21,0.42657700181007385
1980-07-22,0.43565309047698975
1980-07-23,0.444729208946228
1980-07-24,0.43565309047698975
1980-07-25,0.444729208946228
1980-07-28,0.444729208946228
1980-07-29,0.444729208946228
1980-07-30,0.43565309047698975
1980-07-31,0.43565309047698975
1980-08-01,0.43565309047698975
1980-08-04,0.444729208946228
1980-08-05,0.444729208946228
1980-08-06,0.4719577431678772
1980-08-07,0.444729208946228
1980-08-08,0.444729208946228
1980-08-11,0.4628814160823822
1980-08-12,0.4538053572177887
1980-08-13,0.4628814160823822
1980-08-14,0.4719577431678772
1980-08-15,0.4719577431678772
1980-08-18,0.4628814160823822
1980-08-19,0.444729208946228
1980-08-20,0.4628814160823822
1980-08-21,0.5264143943786621
1980-08-22,0.5173380374908447
1980-08-25,0.5082621574401855
1980-08-26,0.499185711145401
1980-08-27,0.499185711145401
1980-08-28,0.49010977149009705
1980-08-29,0.4628814160823822
1980-09-02,0.4810335636138916
1980-09-03,0.4719577431678772
1980-09-04,0.4810335636138916
1980-09-05,0.499185711145401
1980-09-08,0.49010977149009705
1980-09-09,0.49010977149009705
1980-09-10,0.4810335636138916
1980-09-11,0.4810335636138916
1980-09-12,0.4810335636138916
1980-09-15,0.4628814160823822
1980-09-16,0.4719577431678772
1980-09-17,0.4810335636138916
1980-09-18,0.4719577431678772
1980-09-19,0.49010977149009705
1980-09-22,0.5354903936386108
1980-09-23,0.5082621574401855
1980-09-24,0.5082621574401855
1980-09-25,0.5808707475662231
1980-09-26,0.6353280544281006
1980-09-29,0.6444038152694702
1980-09-30,0.6171751022338867
1980-10-01,0.5899468064308167
1980-10-02,0.5808707475662231
1980-10-03,0.5808707475662231
1980-10-06,0.6353280544281006
1980-10-07,0.6171751022338867
1980-10-08,0.5990233421325684
1980-10-09,0.6080993413925171
1980-10-10,0.5808707475662231
1980-10-13,0.6080993413925171
1980-10-14,0.6080993413925171
1980-10-15,0.5899468064308167
1980-10-16,0.5808707475662231
1980-10-17,0.5536426305770874
1980-10-20,0.5536426305770874
1980-10-21,0.5445663332939148
1980-10-22,0.5445663332939148
1980-10-23,0.5627186298370361
1980-10-24,0.5627186298370361
1980-10-27,0.5445663332939148
1980-10-28,0.5445663332939148
1980-10-29,0.5354903936386108
1980-10-30,0.5536426305770874
1980-10-31,0.5717946887016296
1980-11-03,0.5536426305770874
1980-11-05,0.5445663332939148
1980-11-06,0.5264143943786621
1980-11-07,0.5173380374908447
1980-11-10,0.5264143943786621
1980-11-11,0.5627186298370361
1980-11-12,0.5899468064308167
1980-11-13,0.5990233421325684
1980-11-14,0.5899468064308167
1980-11-17,0.5899468064308167
1980-11-18,0.5990233421325684
1980-11-19,0.6444038152694702
1980-11-20,0.6444038152694702
1980-11-21,0.6080993413925171
1980-11-24,0.7351651191711426
1980-11-25,0.7623931765556335
1980-11-26,0.7533170580863953
1980-11-28,0.7260887026786804
1980-12-01,0.7170127034187317
1980-12-02,0.6988602876663208
1980-12-03,0.7079364061355591
1980-12-04,0.7351651191711426
1980-12-05,0.6988602876663208
1980-12-08,0.7260887026786804
1980-12-09,0.7170127034187317
1980-12-10,0.6444038152694702
1980-12-11,0.5990233421325684
1980-12-12,0.6262515187263489
1980-12-15,0.6625558137893677
1980-12-16,0.6807079315185547
1980-12-17,0.7079364061355591
1980-12-18,0.7079364061355591
1980-12-19,0.7170127034187317
1980-12-22,0.7079364061355591
1980-12-23,0.7170127034187317
1980-12-24,0.6988602876663208
1980-12-26,0.7079364061355591
1980-12-29,0.7079364061355591
1980-12-30,0.7079364061355591
1980-12-31,0.7079364061355591
1981-01-02,0.8168495297431946
1981-01-05,0.7986973524093628
1981-01-06,0.7986973524093628
1981-01-07,0.7079364061355591
1981-01-08,0.6625558137893677
1981-01-09,0.6988602876663208
1981-01-12,0.6897839307785034
1981-01-13,0.6988602876663208
1981-01-14,0.7260887026786804
1981-01-15,0.6988602876663208
1981-01-16,0.7260887026786804
1981-01-19,0.7260887026786804
1981-01-20,0.6807079315185547
1981-01-21,0.6716319918632507
1981-01-22,0.6625558137893677
1981-01-23,0.6625558137893677
1981-01-26,0.6625558137893677
1981-01-27,0.6807079315185547
1981-01-28,0.6716319918632507
1981-01-29,0.6716319918632507
1981-01-30,0.6625558137893677
1981-02-02,0.6262515187263489
1981-02-03,0.6353280544281006
1981-02-04,0.6262515187263489
1981-02-05,0.6625558137893677
1981-02-06,0.6807079315185547
1981-02-09,0.6444038152694702
1981-02-10,0.6353280544281006
1981-02-11,0.6444038152694702
1981-02-12,0.6262515187263489
1981-02-13,0.6262515187263489
1981-02-17,0.6444038152694702
1981-02-18,0.6353280544281006
1981-02-19,0.5990233421325684
1981-02-20,0.5990233421325684
1981-02-23,0.5899468064308167
1981-02-24,0.5899468064308167
1981-02-25,0.5899468064308167
1981-02-26,0.6262515187263489
1981-02-27,0.6444038152694702
1981-03-02,0.6353280544281006
1981-03-03,0.5990233421325684
1981-03-04,0.5808707475662231
1981-03-05,0.5808707475662231
1981-03-06,0.5990233421325684
1981-03-09,0.6534796357154846
1981-03-10,0.6444038152694702
1981-03-11,0.6353280544281006
1981-03-12,0.6444038152694702
1981-03-13,0.6353280544281006
1981-03-16,0.6625558137893677
1981-03-17,0.6262515187263489
1981-03-18,0.6353280544281006
1981-03-19,0.6262515187263489
1981-03-20,0.6262515187263489
1981-03-23,0.6444038152694702
1981-03-24,0.6625558137893677
1981-03-25,0.7260887026786804
1981-03-26,0.6897839307785034
1981-03-27,0.6807079315185547
1981-03-30,0.6716319918632507
1981-03-31,0.6897839307785034
1981-04-01,0.6807079315185547
1981-04-02,0.6897839307785034
1981-04-03,0.6897839307785034
1981-04-06,0.6897839307785034
1981-04-07,0.6897839307785034
1981-04-08,0.6716319918632507
1981-04-09,0.6625558137893677
1981-04-10,0.6534796357154846
1981-04-13,0.6353280544281006
1981-04-14,0.6353280544281006
1981-04-15,0.6534796357154846
1981-04-16,0.6534796357154846
1981-04-20,0.6534796357154846
1981-04-21,0.6353280544281006
1981-04-22,0.6625558137893677
1981-04-23,0.6807079315185547
1981-04-24,0.6716319918632507
1981-04-27,0.6625558137893677
1981-04-28,0.6716319918632507
1981-04-29,0.6625558137893677
1981-04-30,0.6262515187263489
1981-05-01,0.6262515187263489
1981-05-04,0.6262515187263489
1981-05-05,0.6080993413925171
1981-05-06,0.6080993413925171
1981-05-07,0.6080993413925171
1981-05-08,0.6080993413925171
1981-05-11,0.5990233421325684
1981-05-12,0.6353280544281006
1981-05-13,0.6625558137893677
1981-05-14,0.6534796357154846
1981-05-15,0.6353280544281006
1981-05-18,0.6444038152694702
1981-05-19,0.6353280544281006
1981-05-20,0.6353280544281006
1981-05-21,0.6262515187263489
1981-05-22,0.6262515187263489
1981-05-26,0.6171751022338867
1981-05-27,0.6534796357154846
1981-05-28,0.6534796357154846
1981-05-29,0.6716319918632507
1981-06-01,0.6625558137893677
1981-06-02,0.6444038152694702
1981-06-03,0.6444038152694702
1981-06-04,0.6171751022338867
1981-06-05,0.6262515187263489
1981-06-08,0.6171751022338867
1981-06-09,0.6171751022338867
1981-06-10,0.6262515187263489
1981-06-11,0.6262515187263489
1981-06-12,0.6262515187263489
1981-06-15,0.6716319918632507
1981-06-16,0.6444038152694702
1981-06-17,0.6444038152694702
1981-06-18,0.6262515187263489
1981-06-19,0.6444038152694702
1981-06-22,0.6353280544281006
1981-06-23,0.6262515187263489
1981-06-24,0.6262515187263489
1981-06-25,0.6444038152694702
1981-06-26,0.6262515187263489
1981-06-29,0.6262515187263489
1981-06-30,0.6353280544281006
1981-07-01,0.6171751022338867
1981-07-02,0.6171751022338867
1981-07-06,0.5899468064308167
1981-07-07,0.5990233421325684
1981-07-08,0.5899468064308167
1981-07-09,0.6080993413925171
1981-07-10,0.5899468064308167
1981-07-13,0.5990233421325684
1981-07-14,0.6080993413925171
1981-07-15,0.6171751022338867
1981-07-16,0.5990233421325684
1981-07-17,0.5990233421325684
1981-07-20,0.5990233421325684
1981-07-21,0.5990233421325684
1981-07-22,0.5990233421325684
1981-07-23,0.5990233421325684
1981-07-24,0.5990233421325684
1981-07-27,0.6080993413925171
1981-07-28,0.6171751022338867
1981-07-29,0.5990233421325684
1981-07-30,0.5990233421325684
1981-07-31,0.5899468064308167
1981-08-03,0.5536426305770874
1981-08-04,0.5082621574401855
1981-08-05,0.5173380374908447
1981-08-06,0.5082621574401855
1981-08-07,0.5082621574401855
1981-08-10,0.5173380374908447
1981-08-11,0.5082621574401855
1981-08-12,0.5082621574401855
1981-08-13,0.5173380374908447
1981-08-14,0.5808707475662231
1981-08-17,0.5264143943786621
1981-08-18,0.5354903936386108
1981-08-19,0.5264143943786621
1981-08-20,0.5264143943786621
1981-08-21,0.5264143943786621
1981-08-24,0.5082621574401855
1981-08-25,0.5082621574401855
1981-08-26,0.5082621574401855
1981-08-27,0.5082621574401855
1981-08-28,0.499185711145401
1981-08-31,0.499185711145401
1981-09-01,0.4538053572177887
1981-09-02,0.444729208946228
1981-09-03,0.43565309047698975
1981-09-04,0.42657700181007385
1981-09-08,0.42657700181007385
1981-09-09,0.43565309047698975
1981-09-10,0.4628814160823822
1981-09-11,0.5173380374908447
1981-09-14,0.499185711145401
1981-09-15,0.49010977149009705
1981-09-16,0.49010977149009705
1981-09-17,0.4719577431678772
1981-09-18,0.4538053572177887
1981-09-21,0.444729208946228
1981-09-22,0.4538053572177887
1981-09-23,0.43565309047698975
1981-09-24,0.42657700181007385
1981-09-25,0.3993486762046814
1981-09-28,0.3993486762046814
1981-09-29,0.4538053572177887
1981-09-30,0.49010977149009705
1981-10-01,0.4810335636138916
1981-10-02,0.49010977149009705
1981-10-05,0.49010977149009705
1981-10-06,0.4719577431678772
1981-10-07,0.4628814160823822
1981-10-08,0.4628814160823822
1981-10-09,0.4810335636138916
1981-10-12,0.49010977149009705
1981-10-13,0.4810335636138916
1981-10-14,0.4628814160823822
1981-10-15,0.4628814160823822
1981-10-16,0.444729208946228
1981-10-19,0.43565309047698975
1981-10-20,0.444729208946228
1981-10-21,0.43565309047698975
1981-10-22,0.4084247648715973
1981-10-23,0.3902726471424103
1981-10-26,0.3993486762046814
1981-10-27,0.3902726471424103
1981-10-28,0.3993486762046814
1981-10-29,0.3902726471424103
1981-10-30,0.37212029099464417
1981-11-02,0.3993486762046814
1981-11-03,0.41750091314315796
1981-11-04,0.41750091314315796
1981-11-05,0.42657700181007385
1981-11-06,0.3993486762046814
1981-11-09,0.41750091314315796
1981-11-10,0.4084247648715973
1981-11-11,0.41750091314315796
1981-11-12,0.42657700181007385
1981-11-13,0.4084247648715973
1981-11-16,0.4084247648715973
1981-11-17,0.3993486762046814
1981-11-18,0.3993486762046814
1981-11-19,0.4084247648715973
1981-11-20,0.3902726471424103
1981-11-23,0.3993486762046814
1981-11-24,0.3993486762046814
1981-11-25,0.3902726471424103
1981-11-27,0.4084247648715973
1981-11-30,0.41750091314315796
1981-12-01,0.4538053572177887
1981-12-02,0.444729208946228
1981-12-03,0.43565309047698975
1981-12-04,0.444729208946228
1981-12-07,0.42657700181007385
1981-12-08,0.4084247648715973
1981-12-09,0.41750091314315796
1981-12-10,0.42657700181007385
1981-12-11,0.43565309047698975
1981-12-14,0.4084247648715973
1981-12-15,0.4084247648715973
1981-12-16,0.41750091314315796
1981-12-17,0.3993486762046814
1981-12-18,0.3902726471424103
1981-12-21,0.3993486762046814
1981-12-22,0.3902726471424103
1981-12-23,0.3902726471424103
1981-12-24,0.3902726471424103
1981-12-28,0.3811965882778168
1981-12-29,0.37212029099464417
1981-12-30,0.37212029099464417
