Date,Close
2012-05-15,22.8747615814209
2012-05-16,22.8747615814209
2012-05-17,22.8747615814209
2012-05-18,22.8747615814209
2012-05-21,22.8747615814209
2012-05-22,22.8747615814209
2012-05-23,22.8747615814209
2012-05-24,22.8747615814209
2012-05-25,22.8747615814209
2012-05-29,22.8747615814209
2012-05-30,22.8747615814209
2012-05-31,22.8747615814209
2012-06-01,22.8747615814209
2012-06-04,22.8747615814209
2012-06-05,22.8747615814209
2012-06-06,22.8747615814209
2012-06-07,21.983539581298828
2012-06-08,21.983539581298828
2012-06-11,21.983539581298828
2012-06-12,21.983539581298828
2012-06-13,21.983539581298828
2012-06-14,21.983539581298828
2012-06-15,21.983539581298828
2012-06-18,21.983539581298828
2012-06-19,21.983539581298828
2012-06-20,21.983539581298828
2012-06-21,21.983539581298828
2012-06-22,21.983539581298828
2012-06-25,21.983539581298828
2012-06-26,21.983539581298828
2012-06-27,21.983539581298828
2012-06-28,21.983539581298828
2012-06-29,21.983539581298828
2012-07-02,21.983539581298828
2012-07-03,21.983539581298828
2012-07-05,21.983539581298828
2012-07-06,21.983539581298828
2012-07-09,21.983539581298828
2012-07-10,21.983539581298828
2012-07-11,21.983539581298828
2012-07-12,21.983539581298828
2012-07-13,21.983539581298828
2012-07-16,21.983539581298828
2012-07-17,21.983539581298828
2012-07-18,21.983539581298828
2012-07-19,21.983539581298828
2012-07-20,21.983539581298828
2012-07-23,21.983539581298828
2012-07-24,21.983539581298828
2012-07-25,21.983539581298828
2012-07-26,21.983539581298828
2012-07-27,21.983539581298828
2012-07-30,21.983539581298828
2012-07-31,21.983539581298828
2012-08-01,21.983539581298828
2012-08-02,21.983539581298828
2012-08-03,21.983539581298828
2012-08-06,21.983539581298828
2012-08-07,21.983539581298828
2012-08-08,21.983539581298828
2012-08-09,21.983539581298828
2012-08-10,21.983539581298828
2012-08-13,21.983539581298828
2012-08-14,21.983539581298828
2012-08-15,21.983539581298828
2012-08-16,21.983539581298828
2012-08-17,23.171842575073242
2012-08-20,23.171842575073242
2012-08-21,23.171842575073242
2012-08-22,23.171842575073242
2012-08-23,22.99359703063965
2012-08-24,22.99359703063965
2012-08-27,22.99359703063965
2012-08-28,22.429153442382812
2012-08-29,22.429153442382812
2012-08-30,22.429153442382812
2012-08-31,22.429153442382812
2012-09-04,22.429153442382812
2012-09-05,22.429153442382812
2012-09-06,22.429153442382812
2012-09-07,22.429153442382812
2012-09-10,22.429153442382812
2012-09-11,22.429153442382812
2012-09-12,22.429153442382812
2012-09-13,22.429153442382812
2012-09-14,22.429153442382812
2012-09-17,22.429153442382812
2012-09-18,22.429153442382812
2012-09-19,22.429153442382812
2012-09-20,22.429153442382812
2012-09-21,22.429153442382812
2012-09-24,22.429153442382812
2012-09-25,22.429153442382812
2012-09-26,22.429153442382812
2012-09-27,22.429153442382812
2012-09-28,22.429153442382812
2012-10-01,22.429153442382812
2012-10-02,22.429153442382812
2012-10-03,22.429153442382812
2012-10-04,22.429153442382812
2012-10-05,22.429153442382812
2012-10-08,22.429153442382812
2012-10-09,22.429153442382812
2012-10-10,22.429153442382812
2012-10-11,22.429153442382812
2012-10-12,22.429153442382812
2012-10-15,23.617446899414062
2012-10-16,23.617446899414062
2012-10-17,23.617446899414062
2012-10-18,23.617446899414062
2012-10-19,23.617446899414062
2012-10-22,23.617446899414062
2012-10-23,23.617446899414062
2012-10-24,23.617446899414062
2012-10-25,23.617446899414062
2012-10-26,23.617446899414062
2012-10-31,23.617446899414062
2012-11-01,23.468910217285156
2012-11-02,23.468910217285156
2012-11-05,23.468910217285156
2012-11-06,23.468910217285156
2012-11-07,23.468910217285156
2012-11-08,23.468910217285156
2012-11-09,23.468910217285156
2012-11-12,23.468910217285156
2012-11-13,23.468910217285156
2012-11-14,23.468910217285156
2012-11-15,23.468910217285156
2012-11-16,23.468910217285156
2012-11-19,23.468910217285156
2012-11-20,23.468910217285156
2012-11-21,23.468910217285156
2012-11-23,23.468910217285156
2012-11-26,23.468910217285156
2012-11-27,24.241304397583008
2012-11-28,24.241304397583008
2012-11-29,24.241304397583008
2012-11-30,24.360139846801758
2012-12-03,24.360139846801758
2012-12-04,24.360139846801758
2012-12-05,24.360139846801758
2012-12-06,24.360139846801758
2012-12-07,24.360139846801758
2012-12-10,24.360139846801758
2012-12-11,24.360139846801758
2012-12-12,24.360139846801758
2012-12-13,24.360139846801758
2012-12-14,24.360139846801758
2012-12-17,24.360139846801758
2012-12-18,24.865163803100586
2012-12-19,24.865163803100586
2012-12-20,24.865163803100586
2012-12-21,24.865163803100586
2012-12-24,24.865163803100586
2012-12-26,24.865163803100586
2012-12-27,24.865163803100586
2012-12-28,24.865163803100586
2012-12-31,24.865163803100586
2013-01-02,24.865163803100586
2013-01-03,24.865163803100586
2013-01-04,24.865163803100586
2013-01-07,25.7266845703125
2013-01-08,25.7266845703125
2013-01-09,25.7266845703125
2013-01-10,25.7266845703125
2013-01-11,25.7266845703125
2013-01-14,25.7266845703125
2013-01-15,26.944686889648438
2013-01-16,27.182353973388672
2013-01-17,27.182353973388672
2013-01-18,27.182353973388672
2013-01-22,27.182353973388672
2013-01-23,26.261415481567383
2013-01-24,26.261415481567383
2013-01-25,26.02376365661621
2013-01-28,25.93463134765625
2013-01-29,26.35053825378418
2013-01-30,26.35053825378418
